puzzle,category,time,date,scramble,penalty,comment
"333","Normal","15290","1659366397416","F2 R' D2 B2 F2 L' F2 R D' F2 R2 U' L F' U B D B F","0",""
"333","Normal","15260","1659366432153","L' F2 U2 L2 F2 U2 L2 U2 L' D L2 B2 L F D2 U B L B2","0",""
"333","Normal","16100","1659366462280","B2 D2 B' L2 F2 R2 D2 U2 F2 D2 U F L D' L2 R F2 U' F2 L","0",""
"333","Normal","16890","1659366493683","U L2 D U L2 U' F2 R2 B2 L F L2 U R2 F2 D2 R' F' D F'","0",""
"333","Normal","18410","1659366530919","L2 F U R B D' R' U' R B' D' F2 D2 F' L2 B R2 F' U2 B","0",""
"333","Normal","18900","1659366570966","F2 L R F2 U2 L' D2 L' D B D' L F R B' D' U B' F","0",""
"333","Normal","18350","1659366605154","R2 L' B' R2 D2 F' L D B2 D' R' D F2 L2 U' L2 U2 B2 D'","0",""
"333","Normal","14780","1659366641188","F R2 B F' R2 B2 D2 R2 U2 L' U F D2 R' U2 B2 D' L' B' R'","0",""
"333","Normal","16330","1659366850377","B R' L' B L U' L' D' F' D2 R' F B2 R2 U2 F2 L2 D2 F R2 L2","0",""
"333","Normal","15240","1659366893425","L2 B2 L2 U' L2 R2 D' L2 R' D2 R2 B2 R' B U2 F D2 B2 L'","0",""
"333","Normal","16580","1659367084140","F2 U2 L' B2 D2 L' B2 L' R2 B R B F' U2 L' F2 L' U' L","0",""
"333","Normal","16560","1659367113704","F' D B U2 F B2 R' L F D L2 F2 D2 F D2 B' D2 R2 F' L2","0",""
"333","Normal","17580","1659367145383","B F2 L2 F' U2 B U2 B2 R2 D2 U' R F' U' B D' F' L D2","0",""
"333","Normal","18200","1659367178070","F U2 R' D' L2 U F2 R D R2 F2 L2 F2 U2 B2 D2 F2 L D2 L'","0",""
"333","Normal","16590","1659367215233","F2 U2 B2 R2 D' L2 F2 D' F2 L2 R B L2 U2 R' U' L' U2 R' F2","0",""
"333","Normal","18560","1659367249530","F' U' R' L' B R2 D F2 B' D' L' U2 F2 L' U2 L' B2 L F2 D2","0",""
"333","Normal","19390","1659367282236","F U' R' L B' R' U' F2 U D2 L' F2 R D2 R L2 B2 R2","0",""
"333","Normal","16750","1659367313744","B2 R2 D B2 D2 L2 D' B U F2 R' B' R' F2 U B U2","0",""
"333","Normal","16500","1659367348437","L2 U' F2 U' R2 B2 F2 D' R2 D2 L2 B' R B2 L' B' D F' U' L2 R2","0",""
"333","Normal","13930","1659367376068","F' R' F' D2 L2 B' R' F' D B R2 U2 R2 L2 B2 D' L2 D' F2 B2","0",""
"333","Normal","19220","1659367453226","D' R' U B2 L' F' B D2 R F' U L2 U' B2 D L2 U F2 D B2","0",""
"333","Normal","14400","1659367483645","U2 F2 R2 B2 L2 U2 R2 U L2 F2 D L F' D' U B' D2 B' D'","0",""
"333","Normal","14120","1659367516718","L2 F2 D' F2 L2 D' L2 U L2 D2 F R2 B' L' U2 F U2 L2 B2","0",""
"333","Normal","14710","1659367550747","D2 U2 B2 L2 F2 R2 D2 B L2 R D' R D2 L' F' R' F2 R2 D B'","0",""
"333","Normal","18620","1659367587264","F2 U' L2 D B2 U' L2 U F2 R' B L' F D R' U L' R2 D2 R","0",""
"333","Normal","14790","1659367621453","D L' D F2 D' L2 F2 D' F D2 R' F2 R D2 L F2 D2 L2 F2 L","0",""
"333","Normal","16980","1659367656799","L2 R2 U F2 L2 D2 R2 D U2 R2 B R U B F' R F2 D L' U B'","0",""
"333","Normal","16520","1659367689789","F' D2 B2 U' R2 B' D' F' R' L B2 U' F2 D' F2 R2 L2 D B2 D","0",""
"333","Normal","17160","1659367720969","R2 B2 R2 F' D2 B' R2 B' L2 F' D2 U F L D R' D2 R2 U2 F' D'","0",""
"333","Normal","19550","1659367757864","D2 B2 U2 L' F U F2 R' U B2 U2 F2 D2 L F2 B2 R B2 L2","0",""
"333","Normal","16950","1659367794856","R2 B2 D' R2 F2 U' L2 U' F2 U2 F D2 L R2 D' F2 D U' B' R2","0",""
"333","Normal","14410","1659367826495","D2 B2 L2 F2 L D2 B2 R B2 D2 F' D2 R2 D' L2 D F' L2","0",""
"333","Normal","15280","1659372217821","F U2 L2 F' D2 R2 F2 L2 B' U2 B' R B' F D2 R2 U' F D2 U2 F","0",""
"333","Normal","18900","1659372320207","U L F R2 L2 F' D F' U D' R U2 R L F2 B2 D2 B2 R' B2 D2","0",""
"333","Normal","15190","1659372349190","F2 U B2 U' L2 D2 R2 F R D2 U2 B F2 R B' R2 F' U'","0",""
"333","Normal","17390","1659372381388","U B2 L F' U' B2 L2 F2 B D R B2 L' B2 U2 D2 R' L2 F2 B2","0",""
"333","Normal","14940","1659372413989","U2 L2 B2 R U2 F2 U2 L D2 U' F2 L R2 D' F U2 B D' L' R","0",""
"333","Normal","18820","1659372492803","D2 F' D2 B' D2 L2 B R2 D2 L U' L2 B F D B2 L' R' U F'","0",""
"333","Normal","19580","1659372525871","D2 R2 D2 L2 D' F2 D B2 U' B' R2 D' L' B D' F D2 B U L'","0",""
"333","Normal","15820","1659372560285","U2 R' B2 R U2 F2 L B2 L D U B F2 U L' R' D L","0",""
"333","Normal","16040","1659372591874","R2 B2 F2 U2 R2 U R2 D' B2 F2 D' L D' U2 F D2 L' D R' U' R","0",""
"333","Normal","14560","1659372619911","U' L' D' B U' R U' R' F' U L2 D2 L' B2 R2 L' U2 R U2","0",""
"333","Normal","19680","1659372651154","R2 D R2 U2 L2 B2 D F2 R2 D L' B' R2 D' L' D R'","0",""
"333","Normal","14090","1659372681708","L2 U' L2 D R2 D2 F2 U L2 F R U' B L B' R' U' B U'","0",""
"333","Normal","16690","1659372715410","R2 D2 L2 D L2 D B2 D' B2 U2 R F L2 F L F2 L F U2 F2","0",""
"333","Normal","16510","1659372745824","L2 D' B2 D' F2 D' F2 R2 U R2 F' U R B' F2 R2 F' L' R2","0",""
"333","Normal","13090","1659372775075","U2 F2 B' D F U L U2 L2 F2 L' B2 D' R2 U2 D L2 U' F2 U2","0",""
"333","Normal","16750","1659372808410","F' L F' R D2 F' U B R F2 B2 U2 R' U2 R2 B2 R D2 R2","0",""
"333","Normal","14700","1659372879498","B2 R2 F2 U B2 F2 D' U' L' F' D' B' F R B2 L F' U' L'","0",""
"333","Normal","19610","1659372995933","F L2 R2 D2 B' D2 F' L2 R2 B2 R' D F' D' L' F' U2 F' L D'","0",""
"333","Normal","16600","1659373029953","F2 U' L2 F2 U R U' B' L D' B2 U L2 D' R2 D F2 R2 D'","0",""
"333","Normal","13630","1659373197901","F2 U2 R2 U R2 D F2 L2 F2 U F D R F2 L' B2 D' B2 D' B'","0",""
"333","Normal","17380","1659373228409","B R' F' D' B' L2 D' L D' B U2 R2 F2 U F2 B2 U2 F2 U","0",""
"333","Normal","17010","1659373259725","D2 B R2 B R2 D2 U2 F' U2 R2 D L R' D2 F L D' F L2 D2","0",""
"333","Normal","16850","1659373296202","B2 F2 U L2 R2 D L2 U' F U R D2 U' L' F D B' L2","0",""
"333","Normal","15610","1659373328345","B2 D R2 B' U R F L' D' F' D2 B' L2 U2 R2 U2 B L2 D2","0",""
"333","Normal","17790","1659373358091","F2 L' R' F2 R B2 R' D2 R' F U2 L D L2 D' B L R B F2","0",""
"333","Normal","15650","1659373388810","L' U' R2 B L B U' B' D2 R B U D F2 D2 L2 U' R2 U'","0",""
"333","Normal","15940","1659373416695","B2 D L B R' D' F' U2 R' B D' R2 L2 D R2 U2 R2 L2 D R2","0",""
"333","Normal","19630","1659373486878","D2 B' R B2 D R' U2 L' D' B' L2 U R2 B2 U2 D' F2 U' F2 R2","0",""
"333","Normal","15460","1659373514137","D2 U2 L' U2 B2 R' F2 L D2 L' B D B L' U2 F U2 B' D F2","0",""
"333","Normal","15600","1659373657030","U2 R2 D2 B' D2 B2 F L' F' R' F L2 R' F' L2 D U B","0",""
"333","Normal","13280","1659373709048","B2 D2 R' U L2 F' U B2 R' L' U2 L2 U2 B2 D' B2 U L2 B2 D","0",""
"333","Normal","17290","1659373739330","R' B2 U F B' R' D2 F U F L2 B' U2 B2 R2 L2 B D2 B U2","0",""
"333","Normal","19990","1659373773720","B2 F2 D R2 D' L2 D2 L2 F2 D F2 R' B F2 L D B U' R' B F2","0",""
"333","Normal","19970","1659373808575","L R2 D2 F2 U2 B2 U2 L2 B2 D L' U' B D2 L D' U2 F' D2","0",""
"333","Normal","15390","1659429194045","D2 R U2 R' D2 L' U2 L' B2 D2 L' F L D R2 U R2 B F2 D2 R'","0",""
"333","Normal","13450","1659429225967","D2 F L2 U2 L2 B L2 B' D B L' U' L F' R U2 R' B2 F2","0",""
"333","Normal","12140","1659429258961","B2 R2 F2 D' L2 F2 D' L B' R2 B' U R D2 R' U2 B F'","0",""
"333","Normal","16910","1659429291479","L2 U' B2 L2 D' L2 U' B2 U2 L' B L' F' U2 L2 U R' B2 F R","0",""
"333","Normal","16310","1659429322583","R' U2 F2 L2 U2 F2 L2 R' B2 D2 R D B F R' B D' B D2 F","0",""
"333","Normal","17700","1659429376367","R2 U R2 D U' R2 U2 L2 F D B F D2 R' F R2 B F' L'","0",""
"333","Normal","17570","1659429422510","L2 D2 R2 F' R2 F2 L2 B2 D R D' F2 D2 U R B L' D' F2","0",""
"333","Normal","13720","1659429501097","U' B2 D L2 D R2 D F2 R2 U L2 F U L' D F' R B2 U' F","0",""
"333","Normal","19920","1659429543171","L' B2 U' F2 B D' L2 D' R' U B2 U2 R2 B2 L' B2 U2 B2 D2 R'","0",""
"333","Normal","11490","1659429613033","R D2 L' U' B U' R D2 F U' D2 L2 F2 D2 L U2 R L B2","0",""
"333","Normal","18510","1659429652401","D2 R2 U2 F' L D' L2 F U F2 L F2 R' F2 R' U2 B2 R U2","0",""
"333","Normal","15510","1659429685734","U2 L' U2 B2 L2 U2 L U2 B2 U2 B' R' F D' R2 D' B L2 F U2","0",""
"333","Normal","15380","1659429717023","R2 D' U' F2 D' R2 D' B U2 L2 U' B L' U L' D L D'","0",""
"333","Normal","14540","1659429749215","L2 R2 U' F2 D2 B2 U F2 L2 D2 F R U' L' U2 F' D' F' D2 F","0",""
"333","Normal","14230","1659429783005","D2 U2 B L2 D2 B2 D2 F' U2 R2 B R' U' F' D B' F' D' U2 R","0",""
"333","Normal","15030","1659429811417","R2 D B2 R' F2 D2 F D' L' B' U R2 U' L2 D R2 B2 D2 F2 U","0",""
"333","Normal","19760","1659429848227","L B L D L' U' B R' U2 L' F2 R2 F B R2 U2 F' D2 B'","0",""
"333","Normal","18200","1659429880010","R2 B2 R' F2 L' D2 R D2 B2 F2 D' L F L F2 L2 B' U' B2 L","0",""
"333","Normal","17690","1659429910235","D2 F2 D2 B2 D L2 U2 F' R' D2 B' R D2 L' U2 R' B2 L'","0",""
"333","Normal","16480","1659429954989","D2 R2 B2 U' B2 U' B2 D2 B' L D' R2 F' R' D2 L2 D2 R2 B'","0",""
"333","Normal","14230","1659429983907","F2 U2 B' L2 B2 F' U2 F' D2 L' F2 L R U L R2 D2 F' R U'","0",""
"333","Normal","19410","1659430015287","R2 D2 U' L2 B2 D' U F2 L2 R' B D' R' D' F' R' D2 L2 D2","0",""
"333","Normal","18710","1659430047820","F' B D' R' U' D' B' D L' F2 D2 R2 U2 B' U2 B D2 F U2 B2","0",""
"333","Normal","18440","1659430082436","R2 F B2 R F' R F' U F R F2 B2 L2 U F2 U' D2 B2 U2 L2","0",""
"333","Normal","14690","1659430115489","R' F2 L F2 D' R2 F2 B' D2 R U R2 D2 L2 D2 L2 B2 U D2 F2 B2","0",""
"333","Normal","17380","1659430145287","R2 D2 B' L2 B' U2 B D2 F' U B2 L R2 B L2 U2 R2 D R' U'","0",""
"333","Normal","19060","1659430179387","R' U B D' R' F R' F2 R2 L U B U2 L2 F' U2 L2 B2","0",""
"333","Normal","13850","1659430208046","B2 F2 D' F2 U L2 D' L2 F L F2 L2 U R D U L' F' R'","0",""
"333","Normal","13770","1659430234713","F2 D2 L D2 R' D2 F2 L2 B2 U2 R B L U' B' D R2 F D U2","0",""
"333","Normal","14070","1659430261583","U R2 B2 U B2 R2 B2 D' F2 L' D' B' F' D L2 F' U L' U","0",""
"333","Normal","13290","1659430295166","R2 D' R2 U L2 D' L2 U2 B2 F2 L2 F' U' L B' D U B' L F'","0",""
"333","Normal","17280","1659430325938","U' L2 R2 B2 L2 D L2 R2 F2 D2 L' D L2 F' D2 F2 R B2 F R'","0",""
"333","Normal","15210","1659430356060","U L2 F' D' B2 L' F L' F L2 D2 F' U2 F L2 F U2 F L2","0",""
"333","Normal","13620","1659430385938","B2 U2 B' R2 B2 L2 B' L2 B' D' L2 F' R2 D2 B' L B F D' F2","0",""
"333","Normal","15600","1659430417157","U' F2 B D2 B2 L' D2 L' D F B L2 F L2 B2 D2 R2 B' D2","0",""
"333","Normal","15920","1659430446029","R2 U2 B2 U' R2 D L2 D' B2 U' L D U' L' F' R2 D' B' D' L'","0",""
"333","Normal","15220","1659430475428","F2 D2 L F2 L F2 L F2 D2 R' D2 U' L' F' U' R D B' L B L2","0",""
"333","Normal","14390","1659430501163","F2 R2 D' U B2 R2 D' R2 D2 R U' B D' F' U F' L2 B' R' B2","0",""
"333","Normal","15280","1659430534003","R2 U' L2 D B2 D U' B2 U' L B2 F2 L R2 U L R2 F' D U'","0",""
"333","Normal","15440","1659430561957","U L' B' U R U L D2 L F' U2 B2 R2 D L2 F2 U2 B2 U2 D R2","0",""
"333","Normal","15220","1659430590001","U' B U D R L' D' F2 U2 L' D2 R2 L2 F B U2 B' D2 R2","0",""
"333","Normal","19060","1659430620743","U2 R2 F2 L2 D B2 U' F2 L2 B2 D2 B' U F' L' B2 F L2 F D","0",""
"333","Normal","14740","1659430653510","U' B' R2 F' L U' F' R' U' F L D2 F' U2 F2 U2 F2 L2 B' R2","0",""
"333","Normal","17890","1659430691291","D2 F' R2 B R2 F2 L2 B' R2 D R' D F D R2 B' F2 U2 L2 R'","0",""
"333","Normal","19230","1659430724666","U' B' U' B R2 D R F' L D L2 U2 R2 F2 D R2 F2 L2 B2 D2","0",""
"333","Normal","16190","1659430757871","R' U' L' F' U' B' D B' D R2 D2 F' D2 B2 U2 D2 B R2 F'","0",""
"333","Normal","13950","1659430784500","F2 D2 L2 R2 U F2 U R2 D F' L' D2 L R2 F2 U F R' D U","0",""
"333","Normal","14770","1659430812820","B' R' B2 L' U2 F R L2 D B2 U F2 B' R2 F' L2 U2 B R2 F2","0",""
"333","Normal","17060","1659430841902","U' L2 D2 L' D2 B U L' D' R' D2 F2 U R2 U' R2 F2 L2 F2 U B2","0",""
"333","Normal","14450","1659430918938","B D L2 F' L' U2 F' L U B' D2 B2 R F2 R' D2 R' U2 R","0",""
"333","Normal","15160","1659430949665","R' F2 R' F2 D2 L' U2 L' D2 R2 U R' F2 L2 B2 F' L B' U2 R D'","0",""
"333","Normal","17860","1659430986184","R2 B D2 F D2 R2 D2 F L2 D' F L2 B2 L' U' R' D R B' L","0",""
"333","Normal","14870","1659431022326","R2 U2 F2 L2 U2 B2 U2 L' U' B D' F' D2 U' F' R2 D2 F L'","0",""
"333","Normal","12620","1659431088215","L2 R2 B' U2 R2 B' U2 R2 B' F2 U2 R' B' L' B R2 F R' D' L F","0",""
"333","Normal","18860","1659431119383","F U R F' U' B2 R L D L U B2 L U2 R' L2 F2 U2 R'","0",""
"333","Normal","15560","1659431147715","D2 F2 L2 R2 D2 R2 U2 F D2 B F2 D' R F U' B2 D B' F","0",""
"333","Normal","18900","1659431218731","B2 F R2 D2 U2 F L2 U2 L2 F2 D' R' B' U' F' U2 R2 F2 L D2","0",""
"333","Normal","17140","1659431247739","L2 F R U2 R' F2 R' F' B U D2 F' D2 F U2 L2 B U2 L2 B'","0",""
"333","Normal","16240","1659431277782","U2 F D2 B2 F' R2 F U2 R' B' L2 D R B' L D2 R B2 R2","0",""
"333","Normal","19680","1659431309558","L2 R2 B2 D R2 U2 L2 B D2 R D2 U' R2 F D' L2 B2 R'","0",""
"333","Normal","16490","1659431344230","F' L2 U2 F L2 D2 F U2 B L' R B' D2 U B2 R U' B2 D2 F","0",""
"333","Normal","17720","1659431417322","R2 F' L2 R2 U2 B' F' L2 B L F' U R2 F R U L2 D2 R' D'","0",""
"333","Normal","17990","1659431452036","D F2 D2 F2 U R2 U2 B2 U' B L' U2 R' D L' U R D2 L","0",""
"333","Normal","14170","1659431478222","R' D' F2 L D2 L' F B L' F2 D' R2 U' D' L2 U B2 R2 L2","0",""
"333","Normal","18450","1659431530794","D2 R2 D' F U' R2 D' R' F B2 L2 F L2 U2 B2 R2 U2 F' R2","0",""
"333","Normal","13110","1659431558752","R2 F2 D2 F2 D F2 L2 F2 D2 R' B L' U2 R' D U' B' F2 L U2","0",""
"333","Normal","15500","1659431590953","F U2 B R2 D2 B2 L2 B D2 L' F2 R' D' F' U F' R D2 B' R","0",""
"333","Normal","16860","1659431623518","F' U R D2 B L F2 B2 U F' U F2 U2 F2 L2 U' R2 U' B2 D","0",""
"333","Normal","12900","1659431646922","L U2 B' L U2 B' L' B2 D' B U' F2 U' F2 L2 F2 L2 U D","0",""
"333","Normal","16050","1659431676405","F2 R2 B2 R' B2 R' F2 U B' D' F D' F' L' R U' F U2","0",""
"333","Normal","15640","1659431738978","D2 F' L2 B' L2 R2 U2 B R2 F2 L' F L2 F2 D' F D F' D'","0",""
"333","Normal","15110","1659431769215","R' L' U R2 D' F R L2 B' D2 L' F L2 B' D2 B U2 R2 F'","0",""
"333","Normal","14400","1659431795329","F' U' B2 L2 U F R F U F U2 L' D2 L B2 L2 U2","0",""
"333","Normal","15710","1659431826946","F2 L2 R2 F2 U' F2 U' R B R' D B U' L' U' L' F U'","0",""
"333","Normal","16190","1659431856154","B' L2 F2 R2 B U2 F' R F U2 B2 F D' B2 F' D' B' F'","0",""
"333","Normal","16780","1659431886211","R2 D2 F' R2 B' R2 F L2 B' R2 U' B D2 L B' D2 R F2 D U","0",""
"333","Normal","16150","1659431913957","R2 B2 R U2 L F2 U2 L B' R' F' D2 B2 R' F L' D' R2","0",""
"333","Normal","16120","1659431941523","U2 F U2 R2 B F D B2 F D' F2 U' F' L' B' R' F'","0",""
"333","Normal","14330","1659431968556","L' B' R' D L U2 R' U' D2 L' B R2 U F2 D2 R2 D2 R2 D' R2","0",""
"333","Normal","17400","1659431997601","B2 D F2 D R2 B2 U2 F2 D' L2 B2 R D2 F2 L' B U L2","0",""
"333","Normal","18300","1659432030440","F2 R F' R2 U' F D B2 D F2 R L2 F2 R' B2 U2 L' D2 R","0",""
"333","Normal","16300","1659432061819","B2 L2 B' U2 B' F' R2 D2 F L' D' R2 F2 U' L' R2 B R' B' D2","0",""
"333","Normal","15750","1659432091882","D2 U2 L D2 U2 R U2 L D2 F2 R2 B U L2 D B U B2 D2 L U'","0",""
"333","Normal","14120","1659432121037","B2 U2 R2 D' F2 D' F2 D2 R' F D R' D' B' U L' B2 L2 R'","0",""
"222","Normal","5080","1659449663736","R U' F' U' R' U' R' F R2 U2 R","0",""
"222","Normal","4800","1659449682091","R' F2 U R U R F' R2 F U' R","0",""
"222","Normal","3150","1659449707314","R U R' U' R U' R F' U2 F' U'","0",""
"222","Normal","5740","1659449729838","U' R U2 F' R2 U2 F R' F U2 R","0",""
"222","Normal","3800","1659449749357","R' F' R U' R' U' F R' U2 F' U'","0",""
"222","Normal","5790","1659449767121","U' R' U' F2 R2 U' R' U R F' R2","0",""
"222","Normal","4340","1659449786299","R' F' U' F2 U R2 U' R2 F R2 F'","0",""
"222","Normal","4910","1659449804728","U R' F R2 F U2 R U2 R' U R'","0",""
"222","Normal","4400","1659449838559","R' U' R U F U' R U R' U2 R","0",""
"222","Normal","6500","1659449868381","R U' R U' F R U' R U2 F' U'","0",""
"222","Normal","5270","1659449914911","R F U' R U2 R U2 R2 F R U","0",""
"222","Normal","4430","1659449931397","R U2 F U' R U' R' F' R2 U2 F'","0",""
"222","Normal","4350","1659449949526","R' U2 R U2 R2 F' R' U' R' U' F","0",""
"222","Normal","6030","1659449966369","F U' F' R U R' F' U' F R2 U'","0",""
"222","Normal","4110","1659449983798","U' R' U2 F2 R2 F U R' F R U","0",""
"222","Normal","6130","1659450010034","U' R U' R2 F U' F' U F U' R2","0",""
"222","Normal","3200","1659450025801","R F' R' U' R U' F2 R2 U2 R' U'","0",""
"222","Normal","4960","1659450040403","R U2 R' F U' F U' F R U R","0",""
"222","Normal","4960","1659450082966","U2 R' U R2 F' R' U R' U' F2 R2","0",""
"222","Normal","5610","1659450101136","R' F U2 F U2 R U' R U2 R2 F","0",""
"222","Normal","5310","1659450130045","R' U2 R' U2 F U' F' R2 U R' U2","0",""
"222","Normal","4700","1659450147107","R' F R F' U' F U2 F R2 U2 R'","0",""
"222","Normal","3900","1659450162778","R2 U2 F U' R U' R U' F U' F","0",""
"222","Normal","4000","1659450200696","U' R U' F' R2 U2 F2 R U2 R' U'","0",""
"222","Normal","4220","1659450214658","R' U' R2 U2 F' U2 R2 U' F U2 R2","0",""
"222","Normal","4550","1659450233310","U' R U' R2 F R' F' U' R2 U' F","0",""
"222","Normal","4870","1659450255340","U2 R' U2 F2 R U' R' F R2 F' R'","0",""
"222","Normal","4410","1659450279653","R' U' F U F R U' R' U2 R2 F","0",""
"222","Normal","5460","1659450314090","U R U' R2 U' R2 F U' F R U","0",""
"222","Normal","6290","1659450333642","U' R U' F' R' U2 R' F2 U' F U'","0",""
"222","Normal","5530","1659450351073","R' U' R2 F' R2 U' F R U2 R' U'","0",""
"222","Normal","2180","1659450363189","U' F U2 R U2 R U' R' U' R' U2","0",""
"222","Normal","5290","1659450405179","R2 U2 R U' R' F U2 F U2 F U2","0",""
"222","Normal","5480","1659450426149","R' F' U F' R F R2 U2 R' U' R'","0",""
"222","Normal","3110","1659450445519","F' U' R' U R' F U2 R U2 R U2","0",""
"222","Normal","3830","1659450505160","R' F U2 R U R2 U2 F2 U' F U2","0",""
"222","Normal","4660","1659450548935","R' U2 R U' R U2 F' R' F R2 U'","0",""
"222","Normal","4560","1659450571221","U' R' U2 F U' F U' R2 U2 R' U","0",""
"222","Normal","3870","1659450586997","R' F R2 U' F' U2 F R U' R U'","0",""
"222","Normal","5640","1659450607853","R' U' F U' F2 U' R U2 R' F2 U2","0",""
"222","Normal","5600","1659450659414","R F' R' U' R' U' F' U' R U2 R2","0",""
"222","Normal","3800","1659450677016","U R' U2 R U R F' R2 F' R' U2","0",""
"222","Normal","5970","1659450696705","R' U F R2 U' R2 U2 F R2 F' R'","0",""
"222","Normal","4440","1659450714435","U R U' F' R2 U' R F2 U2 R U","0",""
"222","Normal","3940","1659450730348","R' U2 F R' U' F2 U2 F R U R","0",""
"222","Normal","5130","1659450753844","R F' R' U R2 F' U' R U2 R' F'","0",""
"222","Normal","4060","1659450786969","R' F' U' F U' R2 U2 R' U' F' U'","0",""
"222","Normal","3770","1659450827282","R' U' F U2 R F' U2 R2 U' R U2","0",""
"222","Normal","3370","1659450846050","F' U2 R' U2 R' F U' R U R' F","0",""
"222","Normal","5430","1659450872179","U2 R' F U' R U R F' U' R2 U2","0",""
"222","Normal","4070","1659450886441","R' U' F R2 U' R' U2 R2 U2 R' U","0",""
"222","Normal","5270","1659450911891","R U2 R2 U' R F' R2 F R' U' R","0",""
"222","Normal","4030","1659450934268","R' U' R U R' U F U' F R' F'","0",""
"222","Normal","5880","1659450981903","U' R' U2 R F U' F U' R U R","0",""
"222","Normal","3910","1659451002529","F' R' U R' F' U' R U2 R2 U' R'","0",""
"222","Normal","3670","1659451021344","U' R2 U' F U R2 U R U2 R2 U'","0",""
"222","Normal","4090","1659451041478","U' F R2 U' R2 F R2 U2 R2 U' F","0",""
"222","Normal","3210","1659451077923","R' U2 R U' F U R U R' U2 F","0",""
"222","Normal","3040","1659451113488","U R U2 R2 U' R2 F R2 U2 R' U","0",""
"222","Normal","4210","1659451132163","U' R' U2 F R U2 R F' R' U2 F'","0",""
"222","Normal","3650","1659451151519","R' F2 U' R U' R' F R2 U' F' U'","0",""
"222","Normal","3710","1659451169747","U' R' U' F' U' R U R' U2 R F","0",""
"222","Normal","3480","1659451238487","U F U R U2 F' R2 F' U' R2 U2","0",""
"222","Normal","3980","1659451256643","U' R' U F' U2 F R2 U' F' R2 U2","0",""
"222","Normal","2110","1659451287445","R U2 F' U2 R2 U2 F U2 R2 U' R2","0",""
"222","Normal","4840","1659451326232","U' R' F R F U' R2 U' R2 U' R'","0",""
"222","Normal","3340","1659451344153","R' U F U' R' U2 R2 U2 R' U' R'","0",""
"222","Normal","4920","1659451371349","R' U' R U2 R' U2 R' F U2 R2 F'","0",""
"222","Normal","3750","1659451390548","U R' U' R F2 U2 F R U R F'","0",""
"222","Normal","4500","1659451414920","R U' R' U R2 U' F R U' R2 U'","0",""
"222","Normal","2480","1659451473411","R' F R U' R U' R' U2 F U2 F'","0",""
"222","Normal","4600","1659451542226","U2 R' F R U' R' U F R' F R2","0",""
"222","Normal","4730","1659451564626","R F' U' R' U R' F U' R2 F' R2","0",""
"222","Normal","4060","1659451586563","U R' U' F U R U2 R' F R' U2","0",""
"222","Normal","4820","1659451635310","R U2 R' U' R U2 R U2 F' R' U2","0",""
"222","Normal","3450","1659451673496","R' U R F' U' F' R2 F U' F' U'","0",""
"222","Normal","4400","1659451693122","R U' F' U2 F U' R2 U' R2 U2 R","0",""
"222","Normal","5340","1659451738627","R U2 R' U' R F' R' F U' F' R","0",""
"222","Normal","4150","1659451763398","F U2 R U R' F R U R' U2 R","0",""
"222","Normal","4340","1659451791953","U' R' U' R U2 R' U2 F U R F'","0",""
"222","Normal","4690","1659451814235","U' R' U' F R2 F2 R U R' U' R2","0",""
"222","Normal","2870","1659451875590","U2 F U2 F U' F U2 F U' F R","0",""
"222","Normal","5840","1659451901138","U R U' R2 U' R U2 R' F U2 R2","0",""
"222","Normal","4380","1659451923832","U' R' U2 R U' R2 U' F U' F R","0",""
"222","Normal","4910","1659451941246","R2 F U' R U2 R' F U2 R U2 R'","0",""
"222","Normal","4600","1659451964652","U' R' F' R U F R2 F' U' R2 U2","0",""
"222","Normal","4960","1659451982726","R' U2 F' U2 R2 F' R' U' R U' R","0",""
"222","Normal","5870","1659452002884","U2 R U2 R' F U' F U2 F U2 R","0",""
"222","Normal","5890","1659452040399","R F' R' U F' R2 F R2 U2 F' R'","0",""
"333","Normal","14480","1659458390751","L2 U B2 L2 B2 U L2 D' L2 F U2 B L R' D2 B L2 R D B","0",""
"333","Normal","15180","1659458433801","U2 R2 D2 B2 U2 B' R2 U2 F L2 B' D' B2 L U F U' L2 D' F2","0",""
"333","Normal","14900","1659458465444","U F L B U2 R' F2 D' F' B2 D F R2 D2 L2 U2 F B L2 B'","0",""
"333","Normal","15660","1659458494030","L' F2 L R U2 L R2 U' F L D2 L U' L2 D' U' L' R","0",""
"333","Normal","16630","1659458539372","B2 R2 F2 D2 L F2 L' F2 R' D L D' B' R2 F' R U' L' D'","0",""
"333","Normal","12990","1659458564496","F' R U2 B' U2 B2 D' R B D' B2 L2 F2 U2 L B2 R' D2 R'","0",""
"333","Normal","16020","1659458599714","F' R2 F D2 B' F R2 B' U R2 D' R U L' D' L2 F' D R","0",""
"333","Normal","15190","1659458631655","U R' L2 F' U' R2 L' B U2 D R B2 U2 B2 L' F2 D2 R F2 R","0",""
"333","Normal","16650","1659458660829","B' R2 D2 L2 B' U2 F L2 D2 F2 D F' L2 R' D2 R' U' L' B2","0",""
"333","Normal","13400","1659458687592","B2 U D2 L' D' L' D2 L F2 B' R' D2 F2 B2 L U2 F2 R B2 R2","0",""
"333","Normal","14830","1659458754547","U2 L2 R2 D R2 D U2 R2 U F' D R U' B L B2 D2 L2 U","0",""
